isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	XLOC_025415	TCONS_00052121	AT5G28510	AT5G28510.1	antisense	intergenic	5628	divergent	upstream
1	XLOC_030435	TCONS_00062224	AT5G60280	AT5G60280.1	antisense	genic	0	containing	exonic
0	XLOC_030435	TCONS_00062224	AT5G60230	AT5G60230.2	sense	intergenic	8601	same_strand	upstream
0	XLOC_030435	TCONS_00062224	AT5G60240	AT5G60240.1	antisense	intergenic	8568	convergent	downstream
0	XLOC_030435	TCONS_00062224	AT5G60270	AT5G60270.1	antisense	intergenic	153	convergent	downstream
0	XLOC_030435	TCONS_00062224	AT5G60230	AT5G60230.1	sense	intergenic	8583	same_strand	upstream
0	XLOC_030435	TCONS_00062224	AT5G60320	AT5G60320.1	antisense	intergenic	8245	divergent	upstream
0	XLOC_030435	TCONS_00062224	AT5G60310	AT5G60310.1	antisense	intergenic	5448	divergent	upstream
0	XLOC_030435	TCONS_00062224	AT5G60265	AT5G60265.1	antisense	intergenic	2497	convergent	downstream
0	XLOC_030435	TCONS_00062224	AT5G60250	AT5G60250.1	antisense	intergenic	4296	convergent	downstream
0	XLOC_030435	TCONS_00062224	AT5G60285	AT5G60285.1	antisense	intergenic	17	divergent	upstream
0	XLOC_030435	TCONS_00062224	AT5G60300	AT5G60300.2	antisense	intergenic	1925	divergent	upstream
0	XLOC_030435	TCONS_00062224	AT5G60290	AT5G60290.1	antisense	intergenic	301	divergent	upstream
0	XLOC_030435	TCONS_00062224	AT5G60260	AT5G60260.1	sense	intergenic	3911	same_strand	upstream
0	XLOC_030435	TCONS_00062224	AT5G60300	AT5G60300.3	antisense	intergenic	2059	divergent	upstream
0	XLOC_030435	TCONS_00062224	AT5G60300	AT5G60300.1	antisense	intergenic	2152	divergent	upstream
1	XLOC_027054	TCONS_00055415	AT5G61800	AT5G61800.1	antisense	genic	0	nested	exonic
0	XLOC_027054	TCONS_00055415	AT5G61820	AT5G61820.1	antisense	intergenic	3276	convergent	downstream
0	XLOC_027054	TCONS_00055415	AT5G61830	AT5G61830.2	sense	intergenic	6208	same_strand	upstream
0	XLOC_027054	TCONS_00055415	AT5G61820	AT5G61820.2	antisense	intergenic	3276	convergent	downstream
0	XLOC_027054	TCONS_00055415	AT5G61810	AT5G61810.2	antisense	intergenic	595	convergent	downstream
0	XLOC_027054	TCONS_00055415	AT5G61780	AT5G61780.1	sense	intergenic	3739	same_strand	downstream
0	XLOC_027054	TCONS_00055415	AT5G61810	AT5G61810.1	antisense	intergenic	550	convergent	downstream
0	XLOC_027054	TCONS_00055415	AT5G61840	AT5G61840.1	antisense	intergenic	8153	convergent	downstream
0	XLOC_027054	TCONS_00055415	AT5G61830	AT5G61830.1	sense	intergenic	5874	same_strand	upstream
0	XLOC_027054	TCONS_00055415	AT5G61790	AT5G61790.1	antisense	intergenic	808	divergent	upstream
0	XLOC_027054	TCONS_00055415	AT5G61835	AT5G61835.1	sense	intergenic	7956	same_strand	upstream
1	XLOC_011121	TCONS_00022737	AT2G14285	AT2G14285.1	sense	genic	0	containing	exonic
0	XLOC_011121	TCONS_00022737	AT2G14288	AT2G14288.1	sense	intergenic	2044	same_strand	downstream
0	XLOC_011121	TCONS_00022737	AT2G14282	AT2G14282.1	sense	intergenic	1896	same_strand	upstream
0	XLOC_011121	TCONS_00022737	AT2G14289	AT2G14289.1	sense	intergenic	2919	same_strand	downstream
0	XLOC_011121	TCONS_00022737	AT2G14260	AT2G14260.3	sense	intergenic	8350	same_strand	upstream
0	XLOC_011121	TCONS_00022737	AT2G14265	AT2G14265.1	sense	intergenic	7183	same_strand	upstream
0	XLOC_011121	TCONS_00022737	AT2G14270	AT2G14270.1	antisense	intergenic	6279	convergent	downstream
0	XLOC_011121	TCONS_00022737	AT2G14260	AT2G14260.2	sense	intergenic	8526	same_strand	upstream
0	XLOC_011121	TCONS_00022737	AT2G14260	AT2G14260.4	sense	intergenic	8350	same_strand	upstream
0	XLOC_011121	TCONS_00022737	AT2G14290	AT2G14290.1	sense	intergenic	3294	same_strand	downstream
0	XLOC_011121	TCONS_00022737	AT2G14260	AT2G14260.1	sense	intergenic	8350	same_strand	upstream
1	XLOC_020067	TCONS_00040847	AT4G14695	AT4G14695.1	sense	genic	0	overlapping	exonic
0	XLOC_020067	TCONS_00040847	AT4G14710	AT4G14710.2	antisense	intergenic	3597	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14700	AT4G14700.1	sense	intergenic	1103	same_strand	upstream
0	XLOC_020067	TCONS_00040847	AT4G14675	AT4G14675.1	sense	intergenic	6354	same_strand	downstream
0	XLOC_020067	TCONS_00040847	AT4G06215	AT4G06215.1	sense	intergenic	4921	same_strand	upstream
0	XLOC_020067	TCONS_00040847	AT4G14680	AT4G14680.2	antisense	intergenic	4027	divergent	upstream
0	XLOC_020067	TCONS_00040847	AT4G14680	AT4G14680.1	antisense	intergenic	3982	divergent	upstream
0	XLOC_020067	TCONS_00040847	AT4G14713	AT4G14713.3	antisense	intergenic	5607	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14690	AT4G14690.1	sense	intergenic	307	same_strand	downstream
0	XLOC_020067	TCONS_00040847	AT4G14710	AT4G14710.6	antisense	intergenic	3827	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14695	AT4G14695.2	sense	genic	0	containing	exonic
0	XLOC_020067	TCONS_00040847	AT4G14695	AT4G14695.3	sense	genic	0	nested	exonic
0	XLOC_020067	TCONS_00040847	AT4G14713	AT4G14713.1	antisense	intergenic	5607	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14713	AT4G14713.4	antisense	intergenic	5640	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14710	AT4G14710.1	antisense	intergenic	3597	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14710	AT4G14710.4	antisense	intergenic	3597	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14713	AT4G14713.2	antisense	intergenic	5607	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14713	AT4G14713.5	antisense	intergenic	5640	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G06210	AT4G06210.1	antisense	intergenic	1748	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14710	AT4G14710.5	antisense	intergenic	3633	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14710	AT4G14710.3	antisense	intergenic	3597	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14716	AT4G14716.2	antisense	intergenic	9137	convergent	downstream
0	XLOC_020067	TCONS_00040847	AT4G14670	AT4G14670.1	sense	intergenic	7075	same_strand	downstream
0	XLOC_020067	TCONS_00040847	AT4G14716	AT4G14716.1	antisense	intergenic	9137	convergent	downstream
1	XLOC_028796	TCONS_00059187	AT5G26620	AT5G26620.1	sense	genic	0	containing	exonic
0	XLOC_028796	TCONS_00059187	AT5G26617	AT5G26617.1	antisense	intergenic	5521	convergent	downstream
0	XLOC_028796	TCONS_00059187	AT5G26622	AT5G26622.1	sense	intergenic	9060	same_strand	upstream
0	XLOC_028796	TCONS_00059187	AT5G26610	AT5G26610.2	antisense	intergenic	8128	divergent	upstream
0	XLOC_028796	TCONS_00059187	AT5G26610	AT5G26610.1	antisense	intergenic	8056	divergent	upstream
0	XLOC_028796	TCONS_00059187	AT5G26622	AT5G26622.2	sense	intergenic	9618	same_strand	upstream
0	XLOC_028796	TCONS_00059187	AT5G04255	at5g04255	sense	intergenic	3854	same_strand	upstream
0	XLOC_028796	TCONS_00059187	AT5G26610	AT5G26610.3	antisense	intergenic	8147	divergent	upstream
1	AT5G38005	AT5G38005.1	AT5G38005	AT5G38005.1	sense	genic	0	containing	exonic
0	AT5G38005	AT5G38005.1	AT5G38020	AT5G38020.1	antisense	intergenic	9554	convergent	downstream
0	AT5G38005	AT5G38005.1	AT5G38010	AT5G38010.1	sense	intergenic	2109	same_strand	upstream
0	AT5G38005	AT5G38005.1	AT5G38020	AT5G38020.2	antisense	intergenic	9558	convergent	downstream
1	XLOC_013413	TCONS_00027464	AT3G06110	AT3G06110.3	sense	genic	0	overlapping	exonic
0	XLOC_013413	TCONS_00027464	AT3G06085	AT3G06085.1	sense	intergenic	5322	same_strand	downstream
0	XLOC_013413	TCONS_00027464	AT3G06125	AT3G06125.3	sense	intergenic	3794	same_strand	upstream
0	XLOC_013413	TCONS_00027464	AT3G01815	AT3G01815.1	sense	intergenic	6838	same_strand	upstream
0	XLOC_013413	TCONS_00027464	AT3G06100	AT3G06100.2	antisense	intergenic	770	divergent	upstream
0	XLOC_013413	TCONS_00027464	AT3G06100	AT3G06100.3	antisense	intergenic	1186	divergent	upstream
0	XLOC_013413	TCONS_00027464	AT3G06130	AT3G06130.2	antisense	intergenic	7802	convergent	downstream
0	XLOC_013413	TCONS_00027464	AT3G06080	AT3G06080.1	antisense	intergenic	5493	divergent	upstream
0	XLOC_013413	TCONS_00027464	AT3G06105	AT3G06105.1	antisense	intergenic	87	divergent	upstream
0	XLOC_013413	TCONS_00027464	AT3G06100	AT3G06100.1	antisense	intergenic	285	divergent	upstream
0	XLOC_013413	TCONS_00027464	AT3G06110	AT3G06110.1	sense	genic	0	overlapping	exonic
0	XLOC_013413	TCONS_00027464	AT3G06090	AT3G06090.1	sense	intergenic	2469	same_strand	downstream
0	XLOC_013413	TCONS_00027464	AT3G06125	AT3G06125.1	sense	intergenic	3801	same_strand	upstream
0	XLOC_013413	TCONS_00027464	AT3G06130	AT3G06130.1	antisense	intergenic	7726	convergent	downstream
0	XLOC_013413	TCONS_00027464	AT3G06125	AT3G06125.2	sense	intergenic	3766	same_strand	upstream
0	XLOC_013413	TCONS_00027464	AT3G06080	AT3G06080.2	antisense	intergenic	5493	divergent	upstream
0	XLOC_013413	TCONS_00027464	AT3G06110	AT3G06110.2	sense	genic	0	overlapping	exonic
0	XLOC_013413	TCONS_00027464	AT3G06120	AT3G06120.1	sense	intergenic	1360	same_strand	upstream
1	XLOC_010224	TCONS_00021039	AT2G41445	AT2G41445.4	sense	genic	0	containing	exonic
0	XLOC_010224	TCONS_00021039	AT2G09280	AT2G09280.1	antisense	intergenic	7766	convergent	downstream
0	XLOC_010224	TCONS_00021039	AT2G41430	AT2G41430.3	sense	intergenic	5197	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41430	AT2G41430.4	sense	intergenic	5192	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41451	AT2G41451.1	sense	intergenic	5152	same_strand	upstream
0	XLOC_010224	TCONS_00021039	AT2G41450	AT2G41450.2	sense	intergenic	525	same_strand	upstream
0	XLOC_010224	TCONS_00021039	AT2G41460	AT2G41460.3	sense	intergenic	7754	same_strand	upstream
0	XLOC_010224	TCONS_00021039	AT2G41430	AT2G41430.5	sense	intergenic	5192	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41445	AT2G41445.3	sense	genic	0	overlapping	exonic
0	XLOC_010224	TCONS_00021039	AT2G41430	AT2G41430.1	sense	intergenic	5192	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41460	AT2G41460.4	sense	intergenic	8121	same_strand	upstream
0	XLOC_010224	TCONS_00021039	AT2G41460	AT2G41460.2	sense	intergenic	8015	same_strand	upstream
0	XLOC_010224	TCONS_00021039	AT2G41420	AT2G41420.1	antisense	intergenic	7534	divergent	upstream
0	XLOC_010224	TCONS_00021039	AT2G41440	AT2G41440.4	sense	intergenic	1340	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41440	AT2G41440.3	sense	intergenic	1364	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41450	AT2G41450.1	sense	intergenic	432	same_strand	upstream
0	XLOC_010224	TCONS_00021039	AT2G41445	AT2G41445.1	sense	genic	0	overlapping	exonic
0	XLOC_010224	TCONS_00021039	AT2G41440	AT2G41440.2	sense	intergenic	1340	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41445	AT2G41445.2	sense	genic	0	overlapping	exonic
0	XLOC_010224	TCONS_00021039	AT2G41440	AT2G41440.1	sense	intergenic	1364	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41430	AT2G41430.2	sense	intergenic	5192	same_strand	downstream
0	XLOC_010224	TCONS_00021039	AT2G41460	AT2G41460.1	sense	intergenic	7754	same_strand	upstream
1	XLOC_013084	TCONS_00026756	AT2G47650	AT2G47650.1	sense	genic	0	nested	exonic
0	XLOC_013084	TCONS_00026756	AT2G47620	AT2G47620.1	antisense	intergenic	4467	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47630	AT2G47630.1	antisense	intergenic	1864	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47610	AT2G47610.1	antisense	intergenic	7261	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47650	AT2G47650.2	sense	genic	0	nested	exonic
0	XLOC_013084	TCONS_00026756	AT2G47630	AT2G47630.2	antisense	intergenic	1924	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47640	AT2G47640.1	antisense	intergenic	118	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47630	AT2G47630.3	antisense	intergenic	1924	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47640	AT2G47640.2	antisense	intergenic	118	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47620	AT2G47620.2	antisense	intergenic	4480	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47640	AT2G47640.4	antisense	intergenic	314	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47680	AT2G47680.1	sense	intergenic	5027	same_strand	downstream
0	XLOC_013084	TCONS_00026756	AT2G47640	AT2G47640.3	antisense	intergenic	118	convergent	downstream
0	XLOC_013084	TCONS_00026756	AT2G47670	AT2G47670.1	sense	intergenic	3292	same_strand	downstream
1	AT4G16748	AT4G16748.1	AT4G16748	AT4G16748.1	sense	genic	0	containing	exonic
0	AT4G16748	AT4G16748.1	AT4G16765	AT4G16765.1	sense	intergenic	8980	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16765	AT4G16765.2	sense	intergenic	9001	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16745	AT4G16745.1	antisense	intergenic	2862	convergent	downstream
0	AT4G16748	AT4G16748.1	AT4G06425	AT4G06425.1	sense	intergenic	2370	same_strand	upstream
0	AT4G16748	AT4G16748.1	AT4G16740	AT4G16740.2	antisense	intergenic	7138	convergent	downstream
0	AT4G16748	AT4G16748.1	AT4G16740	AT4G16740.1	antisense	intergenic	5918	convergent	downstream
0	AT4G16748	AT4G16748.1	AT4G16765	AT4G16765.6	sense	intergenic	9070	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16745	AT4G16745.2	antisense	intergenic	2161	convergent	downstream
0	AT4G16748	AT4G16748.1	AT4G16765	AT4G16765.4	sense	intergenic	9001	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16750	AT4G16750.1	sense	intergenic	2	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16760	AT4G16760.2	sense	intergenic	4054	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16760	AT4G16760.1	sense	intergenic	3885	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16765	AT4G16765.5	sense	intergenic	9070	same_strand	downstream
0	AT4G16748	AT4G16748.1	AT4G16740	AT4G16740.4	antisense	intergenic	5918	convergent	downstream
0	AT4G16748	AT4G16748.1	AT4G16740	AT4G16740.3	antisense	intergenic	5918	convergent	downstream
0	AT4G16748	AT4G16748.1	AT4G16765	AT4G16765.3	sense	intergenic	9001	same_strand	downstream
1	XLOC_001069	TCONS_00002343	AT1G19397	AT1G19397.1	sense	genic	0	containing	exonic
0	XLOC_001069	TCONS_00002343	AT1G19410	AT1G19410.1	antisense	intergenic	2662	convergent	downstream
0	XLOC_001069	TCONS_00002343	AT1G19400	AT1G19400.4	antisense	intergenic	208	convergent	downstream
0	XLOC_001069	TCONS_00002343	AT1G19390	AT1G19390.1	antisense	intergenic	6422	divergent	upstream
0	XLOC_001069	TCONS_00002343	AT1G19400	AT1G19400.2	antisense	intergenic	192	convergent	downstream
0	XLOC_001069	TCONS_00002343	AT1G19396	AT1G19396.2	sense	genic	0	overlapping	exonic
0	XLOC_001069	TCONS_00002343	AT1G19400	AT1G19400.3	antisense	intergenic	192	convergent	downstream
0	XLOC_001069	TCONS_00002343	AT1G19396	AT1G19396.3	sense	genic	0	overlapping	exonic
0	XLOC_001069	TCONS_00002343	AT1G19396	AT1G19396.1	sense	genic	0	overlapping	exonic
0	XLOC_001069	TCONS_00002343	AT1G19400	AT1G19400.1	antisense	intergenic	192	convergent	downstream
0	XLOC_001069	TCONS_00002343	AT1G19394	AT1G19394.1	sense	genic	0	overlapping	exonic
1	XLOC_022771	TCONS_00046574	AT4G20707	AT4G20707.1	antisense	intergenic	410	convergent	downstream
0	XLOC_022771	TCONS_00046574	AT4G20703	AT4G20703.1	sense	intergenic	2045	same_strand	upstream
0	XLOC_022771	TCONS_00046574	AT4G20690	AT4G20690.1	sense	intergenic	5745	same_strand	upstream
0	XLOC_022771	TCONS_00046574	AT4G20700	AT4G20700.2	antisense	intergenic	3558	convergent	downstream
0	XLOC_022771	TCONS_00046574	AT4G20680	AT4G20680.1	antisense	intergenic	7248	convergent	downstream
0	XLOC_022771	TCONS_00046574	AT4G20700	AT4G20700.1	antisense	intergenic	3361	convergent	downstream
0	XLOC_022771	TCONS_00046574	AT4G20720	AT4G20720.1	antisense	intergenic	736	divergent	upstream
0	XLOC_022771	TCONS_00046574	AT4G20720	AT4G20720.2	antisense	intergenic	736	divergent	upstream
1	XLOC_019623	TCONS_00040019	AT4G06744	AT4G06744.1	antisense	intergenic	25477	convergent	downstream
0	XLOC_019623	TCONS_00040019	AT4G06746	AT4G06746.1	antisense	intergenic	28645	convergent	downstream
1	XLOC_014946	TCONS_00030694	AT3G42800	AT3G42800.1	sense	intergenic	9914	same_strand	downstream
1	XLOC_028962	TCONS_00059480	AT5G35410	AT5G35410.1	antisense	intergenic	897	convergent	downstream
0	XLOC_028962	TCONS_00059480	AT5G35410	AT5G35410.2	antisense	intergenic	975	convergent	downstream
1	XLOC_004457	TCONS_00009225	AT1G06360	AT1G06360.2	sense	genic	0	nested	exonic
0	XLOC_004457	TCONS_00009225	AT1G06340	AT1G06340.1	sense	intergenic	4899	same_strand	upstream
0	XLOC_004457	TCONS_00009225	AT1G06350	AT1G06350.1	sense	intergenic	2161	same_strand	upstream
0	XLOC_004457	TCONS_00009225	AT1G06310	AT1G06310.1	antisense	intergenic	8605	convergent	downstream
0	XLOC_004457	TCONS_00009225	AT1G06320	AT1G06320.1	antisense	intergenic	7553	convergent	downstream
0	XLOC_004457	TCONS_00009225	AT1G06330	AT1G06330.1	sense	intergenic	6573	same_strand	upstream
0	XLOC_004457	TCONS_00009225	AT1G06390	AT1G06390.1	antisense	intergenic	6732	divergent	upstream
0	XLOC_004457	TCONS_00009225	AT1G06380	AT1G06380.1	antisense	intergenic	4979	divergent	upstream
0	XLOC_004457	TCONS_00009225	AT1G06390	AT1G06390.2	antisense	intergenic	6777	divergent	upstream
0	XLOC_004457	TCONS_00009225	AT1G06360	AT1G06360.1	sense	genic	0	nested	exonic
1	XLOC_020467	TCONS_00041678	AT4G06965	AT4G06965.1	antisense	genic	0	overlapping	exonic
0	XLOC_020467	TCONS_00041678	AT4G20720	AT4G20720.2	sense	intergenic	6057	same_strand	downstream
0	XLOC_020467	TCONS_00041678	AT4G20720	AT4G20720.1	sense	intergenic	6057	same_strand	downstream
0	XLOC_020467	TCONS_00041678	AT4G20735	AT4G20735.1	sense	intergenic	6548	same_strand	upstream
1	XLOC_008872	TCONS_00018140	AT2G07085	AT2G07085.1	sense	genic	0	containing	exonic
0	XLOC_008872	TCONS_00018140	AT2G18690	AT2G18690.2	sense	intergenic	1891	same_strand	downstream
0	XLOC_008872	TCONS_00018140	AT2G18700	AT2G18700.1	sense	intergenic	7726	same_strand	upstream
0	XLOC_008872	TCONS_00018140	AT2G18660	AT2G18660.1	antisense	intergenic	8982	divergent	upstream
0	XLOC_008872	TCONS_00018140	AT2G18685	AT2G18685.1	antisense	intergenic	5691	divergent	upstream
0	XLOC_008872	TCONS_00018140	AT2G18670	AT2G18670.1	sense	intergenic	5895	same_strand	downstream
0	XLOC_008872	TCONS_00018140	AT2G18690	AT2G18690.1	sense	intergenic	1325	same_strand	downstream
0	XLOC_008872	TCONS_00018140	AT2G18680	AT2G18680.1	sense	intergenic	4939	same_strand	downstream
1	XLOC_011105	TCONS_00022706	AT2G13965	AT2G13965.1	sense	intergenic	265	same_strand	upstream
0	XLOC_011105	TCONS_00022706	AT2G13960	AT2G13960.2	antisense	intergenic	3607	convergent	downstream
0	XLOC_011105	TCONS_00022706	AT2G13985	AT2G13985.1	sense	intergenic	8980	same_strand	downstream
0	XLOC_011105	TCONS_00022706	AT2G13960	AT2G13960.1	antisense	intergenic	3568	convergent	downstream
0	XLOC_011105	TCONS_00022706	AT2G13960	AT2G13960.3	antisense	intergenic	3568	convergent	downstream
0	XLOC_011105	TCONS_00022706	AT2G13980	AT2G13980.1	sense	intergenic	4195	same_strand	downstream
0	XLOC_011105	TCONS_00022706	AT2G13950	AT2G13950.1	antisense	intergenic	5630	convergent	downstream
1	AT3G05152	AT3G05152.1	AT3G05152	AT3G05152.1	sense	genic	0	containing	exonic
0	AT3G05152	AT3G05152.1	AT3G05150	AT3G05150.1	sense	intergenic	237	same_strand	downstream
0	AT3G05152	AT3G05152.1	AT3G05140	AT3G05140.2	antisense	intergenic	5428	divergent	upstream
0	AT3G05152	AT3G05152.1	AT3G05160	AT3G05160.1	antisense	intergenic	7985	convergent	downstream
0	AT3G05152	AT3G05152.1	AT3G05155	AT3G05155.1	sense	intergenic	3109	same_strand	upstream
0	AT3G05152	AT3G05152.1	AT3G05155	AT3G05155.2	sense	intergenic	3483	same_strand	upstream
0	AT3G05152	AT3G05152.1	AT3G05150	AT3G05150.2	sense	intergenic	307	same_strand	downstream
0	AT3G05152	AT3G05152.1	AT3G05160	AT3G05160.3	antisense	intergenic	7985	convergent	downstream
0	AT3G05152	AT3G05152.1	AT3G05130	AT3G05130.1	antisense	intergenic	8441	divergent	upstream
0	AT3G05152	AT3G05152.1	AT3G05160	AT3G05160.2	antisense	intergenic	8019	convergent	downstream
0	AT3G05152	AT3G05152.1	AT3G05140	AT3G05140.1	antisense	intergenic	5626	divergent	upstream
0	AT3G05152	AT3G05152.1	AT3G05150	AT3G05150.3	sense	intergenic	437	same_strand	downstream
1	XLOC_029451	TCONS_00060338	AT5G43403	AT5G43403.1	sense	genic	0	containing	exonic
0	XLOC_029451	TCONS_00060338	AT5G43390	AT5G43390.1	sense	intergenic	5320	same_strand	upstream
0	XLOC_029451	TCONS_00060338	AT5G43401	AT5G43401.1	sense	intergenic	1187	same_strand	upstream
0	XLOC_029451	TCONS_00060338	AT5G43400	AT5G43400.1	sense	intergenic	2047	same_strand	upstream
0	XLOC_029451	TCONS_00060338	AT5G43380	AT5G43380.3	sense	intergenic	8302	same_strand	upstream
0	XLOC_029451	TCONS_00060338	AT5G43410	AT5G43410.1	sense	intergenic	3164	same_strand	downstream
0	XLOC_029451	TCONS_00060338	AT5G43380	AT5G43380.2	sense	intergenic	8302	same_strand	upstream
0	XLOC_029451	TCONS_00060338	AT5G43380	AT5G43380.1	sense	intergenic	8302	same_strand	upstream
1	AT1G11592	AT1G11592.1	AT1G11592	AT1G11592.2	sense	genic	0	overlapping	exonic
0	AT1G11592	AT1G11592.1	AT1G11592	AT1G11592.1	sense	genic	0	containing	exonic
0	AT1G11592	AT1G11592.1	AT1G11593	AT1G11593.1	antisense	intergenic	1068	divergent	upstream
0	AT1G11592	AT1G11592.1	AT1G11590	AT1G11590.1	antisense	intergenic	591	convergent	downstream
0	AT1G11592	AT1G11592.1	AT1G11580	AT1G11580.2	antisense	intergenic	4444	convergent	downstream
0	AT1G11592	AT1G11592.1	AT1G11591	AT1G11591.1	antisense	genic	0	overlapping	exonic
0	AT1G11592	AT1G11592.1	AT1G11600	AT1G11600.1	antisense	intergenic	5016	divergent	upstream
0	AT1G11592	AT1G11592.1	AT1G11608	AT1G11608.1	antisense	intergenic	8645	divergent	upstream
0	AT1G11592	AT1G11592.1	AT1G04857	AT1G04857.1	sense	intergenic	3296	same_strand	upstream
0	AT1G11592	AT1G11592.1	AT1G11580	AT1G11580.1	antisense	intergenic	4457	convergent	downstream
0	AT1G11592	AT1G11592.1	AT1G11610	AT1G11610.2	sense	intergenic	9928	same_strand	downstream
1	XLOC_025022	TCONS_00051332	AT5G21430	AT5G21430.1	sense	genic	0	nested	exonic
0	XLOC_025022	TCONS_00051332	AT5G21222	AT5G21222.1	sense	intergenic	8323	same_strand	downstream
0	XLOC_025022	TCONS_00051332	AT5G21430	AT5G21430.2	sense	genic	0	overlapping	exonic
0	XLOC_025022	TCONS_00051332	AT5G21222	AT5G21222.3	sense	intergenic	8323	same_strand	downstream
0	XLOC_025022	TCONS_00051332	AT5G21222	AT5G21222.2	sense	intergenic	8323	same_strand	downstream
0	XLOC_025022	TCONS_00051332	AT5G21482	AT5G21482.1	sense	intergenic	2967	same_strand	upstream
0	XLOC_025022	TCONS_00051332	AT5G21222	AT5G21222.4	sense	intergenic	8344	same_strand	downstream
0	XLOC_025022	TCONS_00051332	AT5G21274	AT5G21274.1	antisense	intergenic	6186	divergent	upstream
0	XLOC_025022	TCONS_00051332	AT5G21326	AT5G21326.1	sense	intergenic	217	same_strand	downstream
0	XLOC_025022	TCONS_00051332	AT5G21378	AT5G21378.1	antisense	intergenic	110	divergent	upstream
1	XLOC_006558	TCONS_00013460	AT1G52565	AT1G52565.1	sense	genic	0	containing	exonic
0	XLOC_006558	TCONS_00013460	AT1G52560	AT1G52560.1	sense	intergenic	3968	same_strand	upstream
0	XLOC_006558	TCONS_00013460	AT1G52560	AT1G52560.2	sense	intergenic	3968	same_strand	upstream
0	XLOC_006558	TCONS_00013460	AT1G52530	AT1G52530.1	antisense	intergenic	9776	convergent	downstream
0	XLOC_006558	TCONS_00013460	AT1G52570	AT1G52570.1	sense	intergenic	2577	same_strand	downstream
0	XLOC_006558	TCONS_00013460	AT1G52590	AT1G52590.1	sense	intergenic	7969	same_strand	downstream
0	XLOC_006558	TCONS_00013460	AT1G52570	AT1G52570.2	sense	intergenic	2673	same_strand	downstream
0	XLOC_006558	TCONS_00013460	AT1G52530	AT1G52530.2	antisense	intergenic	9830	convergent	downstream
0	XLOC_006558	TCONS_00013460	AT1G07823	AT1G07823.1	sense	intergenic	6578	same_strand	downstream
0	XLOC_006558	TCONS_00013460	AT1G52550	AT1G52550.1	sense	intergenic	5775	same_strand	upstream
0	XLOC_006558	TCONS_00013460	AT1G52600	AT1G52600.1	antisense	intergenic	9394	divergent	upstream
0	XLOC_006558	TCONS_00013460	AT1G52580	AT1G52580.1	antisense	intergenic	6563	divergent	upstream
0	XLOC_006558	TCONS_00013460	AT1G52540	AT1G52540.2	sense	intergenic	7630	same_strand	upstream
0	XLOC_006558	TCONS_00013460	AT1G52540	AT1G52540.1	sense	intergenic	7630	same_strand	upstream
0	XLOC_006558	TCONS_00013460	AT1G52570	AT1G52570.3	sense	intergenic	2758	same_strand	downstream
1	XLOC_029153	TCONS_00059820	AT5G38360	AT5G38360.2	sense	genic	0	overlapping	exonic
0	XLOC_029153	TCONS_00059820	AT5G38344	AT5G38344.1	antisense	intergenic	4557	convergent	downstream
0	XLOC_029153	TCONS_00059820	AT5G38340	AT5G38340.3	antisense	intergenic	7656	convergent	downstream
