t_id_prev	g_id_prev	t_id_new	g_id_new	exon_count	length	class_code
AT2G16225.1	AT2G16225	AT2G16225.1	AT2G16225	2	267	=
AT2G16230.1	AT2G16230	AT2G16230.1	AT2G16230	5	1666	=
AT2G16250.1	MSTRG.6226	AT2G16250.1	AT2G16250	4	3169	=
AT2G16250.2	MSTRG.6226	AT2G16250.2	AT2G16250	2	2518	=
AT2G16270.1	MSTRG.6227	AT2G16270.1	AT2G16270	3	2717	=
AT2G06605.1	AT2G06605	AT2G06605.1	AT2G06605	1	282	=
AT2G16290.1	AT2G16290	AT2G16290.1	AT2G16290	2	1248	=
AT2G16300.1	AT2G16300	AT2G16300.1	AT2G16300	2	1330	=
AT2G06615.1	MSTRG.6230	AT2G06615.1	AT2G06615	1	204	=
AT2G16360.1	MSTRG.6231	AT2G16360.1	AT2G16360	3	330	=
AT2G16370.2	MSTRG.6232	AT2G16370.2	AT2G16370	9	2326	=
AT2G16370.1	MSTRG.6232	AT2G16370.1	AT2G16370	10	2252	=
AT2G16370.3	MSTRG.6232	AT2G16370.3	AT2G16370	9	1978	=
MSTRG.6232.3	MSTRG.6232	TCONS_00022905	XLOC_011221	10	2250	j
AT2G16400.1	MSTRG.6234	AT2G16400.1	AT2G16400	5	2224	=
MSTRG.6234.2	MSTRG.6234	TCONS_00022907	XLOC_011222	5	2199	j
MSTRG.6235.1	MSTRG.6235	TCONS_00022908	XLOC_011223	12	2463	j
MSTRG.6235.2	MSTRG.6235	TCONS_00022909	XLOC_011223	12	2410	j
AT2G16405.1	MSTRG.6235	AT2G16405.1	AT2G16405	12	2332	=
AT2G16430.2	MSTRG.6236	AT2G16430.2	AT2G16430	8	1844	=
AT2G16430.1	MSTRG.6236	AT2G16430.1	AT2G16430	7	1892	=
AT2G16440.1	MSTRG.6238	AT2G16440.1	AT2G16440	18	2865	=
AT2G16450.1	AT2G16450	AT2G16450.1	AT2G16450	1	1413	=
AT2G16460.1	MSTRG.6239	AT2G16460.1	AT2G16460	7	1339	=
AT2G16460.2	MSTRG.6239	AT2G16460.2	AT2G16460	6	1182	=
AT2G16485.2	MSTRG.6240	AT2G16485.2	AT2G16485	10	5903	=
AT2G16485.1	MSTRG.6240	AT2G16485.1	AT2G16485	10	5849	=
AT2G16490.1	AT2G16490	AT2G16490.1	AT2G16490	5	865	=
AT2G16500.1	MSTRG.6241	AT2G16500.1	AT2G16500	1	2917	=
AT2G16505.1	AT2G16505	AT2G16505.1	AT2G16505	2	820	=
AT2G16510.1	MSTRG.6242	AT2G16510.1	AT2G16510	3	1634	=
AT2G16520.1	AT2G16520	AT2G16520.1	AT2G16520	2	496	=
AT2G16530.3	MSTRG.6244	AT2G16530.3	AT2G16530	6	1644	=
AT2G16530.1	MSTRG.6244	AT2G16530.1	AT2G16530	7	1572	=
AT2G16530.4	MSTRG.6244	AT2G16530.4	AT2G16530	6	1688	=
AT2G16530.5	MSTRG.6244	AT2G16530.5	AT2G16530	6	1640	=
AT2G16530.2	MSTRG.6244	AT2G16530.2	AT2G16530	6	1675	=
AT2G16535.1	AT2G16535	AT2G16535.1	AT2G16535	2	563	=
AT2G06685.1	AT2G06685	AT2G06685.1	AT2G06685	1	215	=
AT2G16570.1	MSTRG.6245	AT2G16570.1	AT2G16570	1	2146	=
MSTRG.6246.2	MSTRG.6246	TCONS_00022933	XLOC_011238	2	990	o
MSTRG.6246.1	MSTRG.6246	TCONS_00022932	XLOC_011238	2	966	o
AT2G16580.1	MSTRG.6246	AT2G16580.1	AT2G16580	2	1095	=
AT2G06695.1	AT2G06695	AT2G06695.1	AT2G06695	1	231	=
AT2G16620.1	AT2G16620	AT2G16620.1	AT2G16620	2	402	=
AT2G16640.2	MSTRG.6252	AT2G16640.2	AT2G16640	3	4346	=
AT2G16640.1	MSTRG.6252	AT2G16640.1	AT2G16640	3	4173	=
AT2G16640.3	MSTRG.6252	AT2G16640.3	AT2G16640	2	4365	=
AT2G16650.1	MSTRG.6252	AT2G16650.1	AT2G16650	7	2262	=
AT2G16650.2	MSTRG.6252	AT2G16650.2	AT2G16650	8	2060	=
AT2G16660.1	MSTRG.6253	AT2G16660.1	AT2G16660	3	2215	=
AT2G16660.2	MSTRG.6253	AT2G16660.2	AT2G16660	2	3066	=
AT2G16676.1	AT2G16676	AT2G16676.1	AT2G16676	1	1878	=
AT2G06745.1	AT2G06745	AT2G06745.1	AT2G06745	1	285	=
AT2G16720.1	MSTRG.6256	AT2G16720.1	AT2G16720	2	1287	=
AT2G16730.1	MSTRG.6257	AT2G16730.1	AT2G16730	18	2991	=
AT2G06765.1	AT2G06765	AT2G06765.1	AT2G06765	1	477	=
AT2G16780.1	MSTRG.6261	AT2G16780.1	AT2G16780	6	1592	=
AT2G16790.3	MSTRG.6262	AT2G16790.3	AT2G16790	4	1016	=
AT2G16790.5	MSTRG.6262	AT2G16790.5	AT2G16790	4	982	=
AT2G16790.4	MSTRG.6262	AT2G16790.4	AT2G16790	3	1055	=
AT2G16790.2	MSTRG.6262	AT2G16790.2	AT2G16790	5	909	=
AT2G16790.1	MSTRG.6262	AT2G16790.1	AT2G16790	5	915	=
AT2G16810.1	AT2G16810	AT2G16810.1	AT2G16810	1	1534	=
AT2G16860.2	MSTRG.6265	AT2G16860.2	AT2G16860	6	1803	=
AT2G16860.1	MSTRG.6265	AT2G16860.1	AT2G16860	6	1366	=
AT2G16870.2	AT2G16870	AT2G16870.2	AT2G16870	5	3450	=
AT2G16870.3	AT2G16870	AT2G16870.3	AT2G16870	5	3460	=
AT2G16870.1	AT2G16870	AT2G16870.1	AT2G16870	4	3542	=
AT2G16880.1	MSTRG.6266	AT2G16880.1	AT2G16880	1	2526	=
AT2G16900.4	MSTRG.6269	AT2G16900.4	AT2G16900	3	2126	=
AT2G16900.5	MSTRG.6269	AT2G16900.5	AT2G16900	3	2363	=
AT2G16900.7	MSTRG.6269	AT2G16900.7	AT2G16900	4	1990	=
AT2G16900.6	MSTRG.6269	AT2G16900.6	AT2G16900	4	2252	=
AT2G16900.1	MSTRG.6269	AT2G16900.1	AT2G16900	4	1860	=
AT2G16900.3	MSTRG.6269	AT2G16900.3	AT2G16900	3	2372	=
AT2G16900.2	MSTRG.6269	AT2G16900.2	AT2G16900	4	1661	=
AT2G06785.1	AT2G06785	AT2G06785.1	AT2G06785	1	489	=
AT2G06795.1	MSTRG.6271	AT2G06795.1	AT2G06795	2	348	=
AT2G16920.1	MSTRG.6272	AT2G16920.1	AT2G16920	8	3848	=
AT2G16920.2	MSTRG.6272	AT2G16920.2	AT2G16920	8	3526	=
MSTRG.6274.3	MSTRG.6274	TCONS_00022975	XLOC_011258	15	2472	n
MSTRG.6274.2	MSTRG.6274	TCONS_00022974	XLOC_011258	15	2354	n
MSTRG.6274.1	MSTRG.6274	TCONS_00022973	XLOC_011258	15	2465	n
AT2G16940.5	MSTRG.6274	AT2G16940.5	AT2G16940	12	1635	=
AT2G16940.3	MSTRG.6274	AT2G16940.3	AT2G16940	16	2301	=
MSTRG.6274.4	MSTRG.6274	TCONS_00022981	XLOC_011258	15	2476	n
AT2G16940.4	MSTRG.6274	AT2G16940.4	AT2G16940	14	2588	=
AT2G16940.2	MSTRG.6274	AT2G16940.2	AT2G16940	17	2334	=
AT2G16940.1	MSTRG.6274	AT2G16940.1	AT2G16940	14	2187	=
MSTRG.6274.10	MSTRG.6274	TCONS_00022982	XLOC_011258	15	2335	n
MSTRG.6276.1	MSTRG.6276	TCONS_00022983	XLOC_011259	1	1143	u
AT2G06805.1	AT2G06805	AT2G06805.1	AT2G06805	1	236	=
AT2G17000.1	MSTRG.6278	AT2G17000.1	AT2G17000	6	2747	=
AT2G17000.2	MSTRG.6278	AT2G17000.2	AT2G17000	5	2933	=
AT2G17010.2	MSTRG.6279	AT2G17010.2	AT2G17010	5	2880	=
AT2G17010.1	MSTRG.6279	AT2G17010.1	AT2G17010	5	2894	=
AT2G17020.2	MSTRG.6280	AT2G17020.2	AT2G17020	2	1876	=
AT2G17020.1	MSTRG.6280	AT2G17020.1	AT2G17020	4	2347	=
AT2G17020.3	MSTRG.6280	AT2G17020.3	AT2G17020	4	2358	=
AT2G17050.2	AT2G17050	AT2G17050.2	AT2G17050	6	4484	=
AT2G17050.1	AT2G17050	AT2G17050.1	AT2G17050	7	4068	=
AT2G17050.3	AT2G17050	AT2G17050.3	AT2G17050	5	3995	=
AT2G17055.1	AT2G17055	AT2G17055.1	AT2G17055	1	777	=
AT2G17070.1	AT2G17070	AT2G17070.1	AT2G17070	1	1134	=
AT2G17080.1	AT2G17080	AT2G17080.1	AT2G17080	1	990	=
AT2G17090.1	MSTRG.6283	AT2G17090.1	AT2G17090	9	1583	=
AT2G17110.1	MSTRG.6284	AT2G17110.1	AT2G17110	4	2991	=
AT2G17130.2	MSTRG.6286	AT2G17130.2	AT2G17130	4	1481	=
AT2G17130.1	MSTRG.6286	AT2G17130.1	AT2G17130	4	1493	=
AT2G17150.4	MSTRG.6288	AT2G17150.4	AT2G17150	4	4015	=
AT2G17150.5	MSTRG.6288	AT2G17150.5	AT2G17150	4	3991	=
AT2G17150.3	MSTRG.6288	AT2G17150.3	AT2G17150	4	4292	=
AT2G17150.1	MSTRG.6288	AT2G17150.1	AT2G17150	5	3665	=
AT2G17150.6	MSTRG.6288	AT2G17150.6	AT2G17150	5	3898	=
MSTRG.6288.6	MSTRG.6288	TCONS_00023007	XLOC_011271	5	2770	j
AT2G17150.2	MSTRG.6288	AT2G17150.2	AT2G17150	4	2595	=
AT2G17180.1	MSTRG.6289	AT2G17180.1	AT2G17180	1	1022	=
MSTRG.6290.1	MSTRG.6290	TCONS_00023010	XLOC_011273	9	2140	j
AT2G17190.1	MSTRG.6290	AT2G17190.1	AT2G17190	9	2455	=
MSTRG.6290.3	MSTRG.6290	TCONS_00023013	XLOC_011273	9	2131	j
MSTRG.6290.2	MSTRG.6290	TCONS_00023012	XLOC_011273	16	4513	k
AT2G17200.1	MSTRG.6290	AT2G17200.1	AT2G17200	8	2058	=
AT2G17210.1	MSTRG.6291	AT2G17210.1	AT2G17210	1	2211	=
AT2G17220.1	MSTRG.6292	AT2G17220.1	AT2G17220	6	1896	=
AT2G17220.2	MSTRG.6292	AT2G17220.2	AT2G17220	6	1864	=
AT2G17230.1	MSTRG.6293	AT2G17230.1	AT2G17230	1	1757	=
AT2G06835.1	AT2G06835	AT2G06835.1	AT2G06835	1	519	=
AT2G17300.1	MSTRG.6301	AT2G17300.1	AT2G17300	1	1128	=
AT2G06935.1	AT2G06935	AT2G06935.1	AT2G06935	1	410	=
MSTRG.6302.1	MSTRG.6302	TCONS_00023022	XLOC_011280	11	1633	m
AT2G17320.2	MSTRG.6302	AT2G17320.2	AT2G17320	11	1366	=
AT2G17320.1	MSTRG.6302	AT2G17320.1	AT2G17320	12	1296	=
MSTRG.6303.1	MSTRG.6303	TCONS_00023025	XLOC_011281	11	2088	m
AT2G17340.1	MSTRG.6303	AT2G17340.1	AT2G17340	12	1700	=
AT2G17350.1	MSTRG.6304	AT2G17350.1	AT2G17350	2	829	=
AT2G17442.6	MSTRG.6312	AT2G17442.6	AT2G17442	8	855	=
AT2G17442.8	MSTRG.6312	AT2G17442.8	AT2G17442	8	819	=
AT2G17442.7	MSTRG.6312	AT2G17442.7	AT2G17442	8	1459	=
AT2G17442.2	MSTRG.6312	AT2G17442.2	AT2G17442	9	872	=
AT2G17442.1	MSTRG.6312	AT2G17442.1	AT2G17442	9	841	=
AT2G17442.4	MSTRG.6312	AT2G17442.4	AT2G17442	9	819	=
AT2G17442.3	MSTRG.6312	AT2G17442.3	AT2G17442	9	850	=
AT2G17442.5	MSTRG.6312	AT2G17442.5	AT2G17442	8	774	=
AT2G17450.1	MSTRG.6313	AT2G17450.1	AT2G17450	1	1459	=
AT2G17470.1	MSTRG.6314	AT2G17470.1	AT2G17470	6	1936	=
AT2G17470.2	MSTRG.6314	AT2G17470.2	AT2G17470	6	1918	=
AT2G17480.1	MSTRG.6315	AT2G17480.1	AT2G17480	15	2473	=
AT2G17510.1	MSTRG.6318	AT2G17510.1	AT2G17510	24	3086	=
AT2G17510.2	MSTRG.6318	AT2G17510.2	AT2G17510	25	3196	=
MSTRG.6318.3	MSTRG.6318	TCONS_00023042	XLOC_011287	24	2764	j
AT2G06975.1	AT2G06975	AT2G06975.1	AT2G06975	1	260	=
AT2G17540.2	MSTRG.6321	AT2G17540.2	AT2G17540	2	1355	=
AT2G17540.1	MSTRG.6321	AT2G17540.1	AT2G17540	2	1330	=
AT2G17540.3	MSTRG.6321	AT2G17540.3	AT2G17540	2	1253	=
AT2G17540.4	MSTRG.6321	AT2G17540.4	AT2G17540	2	1069	=
AT2G17550.1	MSTRG.6323	AT2G17550.1	AT2G17550	5	3329	=
AT2G17550.2	MSTRG.6323	AT2G17550.2	AT2G17550	4	3289	=
AT2G17560.2	MSTRG.6324	AT2G17560.2	AT2G17560	7	1057	=
AT2G17560.1	MSTRG.6324	AT2G17560.1	AT2G17560	8	953	=
AT2G17560.3	MSTRG.6324	AT2G17560.3	AT2G17560	8	893	=
AT2G17590.1	AT2G17590	AT2G17590.1	AT2G17590	1	2205	=
AT2G17600.1	AT2G17600	AT2G17600.1	AT2G17600	1	1743	=
MSTRG.6329.1	MSTRG.6329	TCONS_00023055	XLOC_011294	10	1532	j
AT2G17640.1	MSTRG.6329	AT2G17640.1	AT2G17640	10	1401	=
AT2G17695.1	MSTRG.6333	AT2G17695.1	AT2G17695	3	2244	=
MSTRG.6333.2	MSTRG.6333	TCONS_00023058	XLOC_011295	5	1953	j
AT2G17695.3	MSTRG.6333	AT2G17695.3	AT2G17695	4	962	=
AT2G17695.2	MSTRG.6333	AT2G17695.2	AT2G17695	4	802	=
AT2G17700.1	MSTRG.6334	AT2G17700.1	AT2G17700	15	2232	=
AT2G17740.1	AT2G17740	AT2G17740.1	AT2G17740	1	1059	=
AT2G17750.1	AT2G17750	AT2G17750.1	AT2G17750	7	1237	=
AT2G17780.5	AT2G17780	AT2G17780.5	AT2G17780	8	2296	=
AT2G17780.7	AT2G17780	AT2G17780.7	AT2G17780	8	2454	=
AT2G17780.6	AT2G17780	AT2G17780.6	AT2G17780	7	2531	=
AT2G17780.3	AT2G17780	AT2G17780.3	AT2G17780	8	2302	=
AT2G17780.1	AT2G17780	AT2G17780.1	AT2G17780	9	2239	=
AT2G17780.9	AT2G17780	AT2G17780.9	AT2G17780	7	2393	=
AT2G17780.8	AT2G17780	AT2G17780.8	AT2G17780	7	2401	=
AT2G17780.10	AT2G17780	AT2G17780.10	AT2G17780	8	2080	=
AT2G17780.2	AT2G17780	AT2G17780.2	AT2G17780	9	1586	=
AT2G17780.4	AT2G17780	AT2G17780.4	AT2G17780	5	1203	=
AT2G17785.1	MSTRG.6339	AT2G17785.1	AT2G17785	3	608	=
AT2G17820.1	MSTRG.6344	AT2G17820.1	AT2G17820	13	4376	=
AT2G17840.2	MSTRG.6346	AT2G17840.2	AT2G17840	3	1905	=
AT2G17840.1	MSTRG.6346	AT2G17840.1	AT2G17840	4	1808	=
AT2G17850.3	AT2G17850	AT2G17850.3	AT2G17850	3	619	=
AT2G17850.2	AT2G17850	AT2G17850.2	AT2G17850	3	621	=
AT2G17850.1	AT2G17850	AT2G17850.1	AT2G17850	4	523	=
AT2G17860.1	AT2G17860	AT2G17860.1	AT2G17860	2	902	=
AT2G17870.1	MSTRG.6347	AT2G17870.1	AT2G17870	1	1749	=
MSTRG.6347.2	MSTRG.6347	TCONS_00023083	XLOC_011305	2	1371	o
AT2G17880.1	MSTRG.6348	AT2G17880.1	AT2G17880	1	1276	=
AT2G17890.1	MSTRG.6349	AT2G17890.1	AT2G17890	12	2235	=
AT2G17900.1	MSTRG.6350	AT2G17900.1	AT2G17900	14	1793	=
MSTRG.6350.2	MSTRG.6350	TCONS_00023087	XLOC_011308	13	1856	m
AT2G17930.1	MSTRG.6351	AT2G17930.1	AT2G17930	35	12118	=
MSTRG.6351.2	MSTRG.6351	TCONS_00023089	XLOC_011309	35	12124	j
AT2G17950.1	AT2G17950	AT2G17950.1	AT2G17950	3	1248	=
AT2G17960.1	AT2G17960	AT2G17960.1	AT2G17960	2	366	=
AT2G17970.4	MSTRG.6353	AT2G17970.4	AT2G17970	6	2073	=
AT2G17970.3	MSTRG.6353	AT2G17970.3	AT2G17970	6	2127	=
AT2G17970.8	MSTRG.6353	AT2G17970.8	AT2G17970	5	1943	=
AT2G17970.7	MSTRG.6353	AT2G17970.7	AT2G17970	6	1984	=
AT2G17970.6	MSTRG.6353	AT2G17970.6	AT2G17970	4	2048	=
AT2G17970.5	MSTRG.6353	AT2G17970.5	AT2G17970	5	2124	=
AT2G17970.9	MSTRG.6353	AT2G17970.9	AT2G17970	7	1910	=
AT2G17970.1	MSTRG.6353	AT2G17970.1	AT2G17970	6	1856	=
AT2G17970.2	MSTRG.6353	AT2G17970.2	AT2G17970	6	1995	=
AT2G17970.10	MSTRG.6353	AT2G17970.10	AT2G17970	6	1562	=
MSTRG.6354.1	MSTRG.6354	TCONS_00023102	XLOC_011313	6	2049	k
AT2G07015.1	MSTRG.6354	AT2G07015.1	AT2G07015	1	642	=
AT2G17975.1	MSTRG.6354	AT2G17975.1	AT2G17975	7	1122	=
AT2G17975.2	MSTRG.6354	AT2G17975.2	AT2G17975	7	923	=
AT2G07025.1	AT2G07025	AT2G07025.1	AT2G07025	1	305	=
AT2G18060.1	MSTRG.6362	AT2G18060.1	AT2G18060	4	1724	=
AT2G18060.2	MSTRG.6362	AT2G18060.2	AT2G18060	3	1580	=
AT2G18060.3	MSTRG.6362	AT2G18060.3	AT2G18060	3	1182	=
AT2G18120.1	AT2G18120	AT2G18120.1	AT2G18120	2	1238	=
AT2G18120.2	AT2G18120	AT2G18120.2	AT2G18120	2	1106	=
AT2G18130.1	AT2G18130	AT2G18130.1	AT2G18130	7	1326	=
AT2G18140.1	AT2G18140	AT2G18140.1	AT2G18140	4	1014	=
AT2G18150.1	AT2G18150	AT2G18150.1	AT2G18150	4	1404	=
AT2G18160.1	MSTRG.6367	AT2G18160.1	AT2G18160	1	1231	=
AT2G18170.1	MSTRG.6368	AT2G18170.1	AT2G18170	3	1842	=
AT2G18180.2	MSTRG.6369	AT2G18180.2	AT2G18180	13	2106	=
AT2G18180.3	MSTRG.6369	AT2G18180.3	AT2G18180	11	2222	=
AT2G18180.1	MSTRG.6369	AT2G18180.1	AT2G18180	12	2149	=
AT2G18180.4	MSTRG.6369	AT2G18180.4	AT2G18180	12	2117	=
AT2G18180.5	MSTRG.6369	AT2G18180.5	AT2G18180	13	1886	=
AT2G18190.1	AT2G18190	AT2G18190.1	AT2G18190	2	1835	=
AT2G18193.1	AT2G18193	AT2G18193.1	AT2G18193	2	1857	=
AT2G18196.2	AT2G18196	AT2G18196.2	AT2G18196	2	1910	=
AT2G18196.1	AT2G18196	AT2G18196.1	AT2G18196	3	1215	=
AT2G18200.1	AT2G18200	AT2G18200.1	AT2G18200	1	405	=
AT2G18210.1	AT2G18210	AT2G18210.1	AT2G18210	1	961	=
AT2G07055.1	AT2G07055	AT2G07055.1	AT2G07055	1	248	=
AT2G18230.1	MSTRG.6371	AT2G18230.1	AT2G18230	9	1028	=
AT2G18270.1	MSTRG.6376	AT2G18270.1	AT2G18270	1	249	=
AT2G18290.1	MSTRG.6377	AT2G18290.1	AT2G18290	6	1028	=
AT2G18300.3	AT2G18300	AT2G18300.3	AT2G18300	7	1530	=
AT2G18300.2	AT2G18300	AT2G18300.2	AT2G18300	6	1755	=
AT2G18300.1	AT2G18300	AT2G18300.1	AT2G18300	6	1597	=
AT2G18310.1	AT2G18310	AT2G18310.1	AT2G18310	1	74	=
AT2G18350.1	MSTRG.6380	AT2G18350.1	AT2G18350	1	1380	=
AT2G18360.2	AT2G18360	AT2G18360.2	AT2G18360	4	1371	=
AT2G18360.1	AT2G18360	AT2G18360.1	AT2G18360	5	1299	=
AT2G18380.1	MSTRG.6381	AT2G18380.1	AT2G18380	2	1048	=
AT2G18400.1	MSTRG.6383	AT2G18400.1	AT2G18400	2	643	=
AT2G18440.2	MSTRG.6385	AT2G18440.2	AT2G18440	4	1151	=
AT2G18440.1	MSTRG.6385	AT2G18440.1	AT2G18440	2	1419	=
AT2G18450.1	MSTRG.6386	AT2G18450.1	AT2G18450	15	2089	=
AT2G18465.1	MSTRG.6388	AT2G18465.1	AT2G18465	7	1263	=
AT2G18470.1	MSTRG.6389	AT2G18470.1	AT2G18470	9	2408	=
AT2G18470.2	MSTRG.6389	AT2G18470.2	AT2G18470	8	2556	=
AT2G18470.3	MSTRG.6389	AT2G18470.3	AT2G18470	10	2741	=
AT2G18470.4	MSTRG.6389	AT2G18470.4	AT2G18470	8	2409	=
AT2G18480.1	AT2G18480	AT2G18480.1	AT2G18480	2	2042	=
AT2G18510.1	MSTRG.6391	AT2G18510.1	AT2G18510	9	1788	=
AT2G18520.1	MSTRG.6392	AT2G18520.1	AT2G18520	1	1581	=
AT2G18540.1	AT2G18540	AT2G18540.1	AT2G18540	4	2410	=
AT2G18540.2	AT2G18540	AT2G18540.2	AT2G18540	4	2412	=
AT2G18550.1	MSTRG.6393	AT2G18550.1	AT2G18550	3	1058	=
AT2G18600.2	MSTRG.6396	AT2G18600.2	AT2G18600	6	866	=
AT2G18600.1	MSTRG.6396	AT2G18600.1	AT2G18600	6	906	=
AT2G18640.1	AT2G18640	AT2G18640.1	AT2G18640	1	1443	=
AT2G18650.1	AT2G18650	AT2G18650.1	AT2G18650	1	1731	=
AT2G18660.1	AT2G18660	AT2G18660.1	AT2G18660	3	2106	=
AT2G18685.1	MSTRG.6399	AT2G18685.1	AT2G18685	1	204	=
AT2G18710.1	MSTRG.6403	AT2G18710.1	AT2G18710	6	1836	=
MSTRG.6403.2	MSTRG.6403	TCONS_00023162	XLOC_011352	6	1838	j
AT2G18720.1	MSTRG.6404	AT2G18720.1	AT2G18720	6	1600	=
AT2G18720.2	MSTRG.6404	AT2G18720.2	AT2G18720	7	1596	=
AT2G18720.3	MSTRG.6404	AT2G18720.3	AT2G18720	4	1166	=
AT2G18780.1	MSTRG.6411	AT2G18780.1	AT2G18780	1	1403	=
AT2G18810.1	AT2G18810	AT2G18810.1	AT2G18810	2	705	=
AT2G18830.1	AT2G18830	AT2G18830.1	AT2G18830	1	198	=
AT2G18900.1	MSTRG.6417	AT2G18900.1	AT2G18900	16	2796	=
AT2G18910.1	MSTRG.6418	AT2G18910.1	AT2G18910	3	975	=
AT2G18915.2	MSTRG.6419	AT2G18915.2	AT2G18915	2	2344	=
AT2G18915.1	MSTRG.6419	AT2G18915.1	AT2G18915	2	2254	=
AT2G18920.1	MSTRG.6421	AT2G18920.1	AT2G18920	1	408	=
AT2G18940.1	MSTRG.6422	AT2G18940.1	AT2G18940	1	2774	=
AT2G18969.1	MSTRG.6425	AT2G18969.1	AT2G18969	1	575	=
AT2G18980.1	AT2G18980	AT2G18980.1	AT2G18980	4	1202	=
AT2G18990.1	MSTRG.6427	AT2G18990.1	AT2G18990	4	1078	=
AT2G19070.1	AT2G19070	AT2G19070.1	AT2G19070	2	1530	=
AT2G19090.1	MSTRG.6435	AT2G19090.1	AT2G19090	4	3186	=
AT2G19120.1	MSTRG.6437	AT2G19120.1	AT2G19120	8	4070	=
AT2G07135.1	AT2G07135	AT2G07135.1	AT2G07135	1	238	=
AT2G19170.1	MSTRG.6440	AT2G19170.1	AT2G19170	11	3240	=
AT2G19170.2	MSTRG.6440	AT2G19170.2	AT2G19170	11	2789	=
AT2G19190.1	MSTRG.6442	AT2G19190.1	AT2G19190	13	2700	=
AT2G07165.1	AT2G07165	AT2G07165.1	AT2G07165	1	424	=
AT2G19210.1	AT2G19210	AT2G19210.1	AT2G19210	13	2646	=
AT2G19220.1	AT2G19220	AT2G19220.1	AT2G19220	3	1320	=
AT2G19230.1	AT2G19230	AT2G19230.1	AT2G19230	17	3078	=
AT2G19230.2	AT2G19230	AT2G19230.2	AT2G19230	13	2634	=
AT2G19240.2	AT2G19240	AT2G19240.2	AT2G19240	5	2717	=
AT2G19240.1	AT2G19240	AT2G19240.1	AT2G19240	5	2523	=
AT2G19270.1	MSTRG.6445	AT2G19270.1	AT2G19270	2	1323	=
AT2G19290.1	MSTRG.6447	AT2G19290.1	AT2G19290	2	228	=
AT2G19300.1	AT2G19300	AT2G19300.1	AT2G19300	1	180	=
AT2G19310.1	MSTRG.6448	AT2G19310.1	AT2G19310	1	1108	=
AT2G19320.1	MSTRG.6449	AT2G19320.1	AT2G19320	1	418	=
AT2G19340.1	MSTRG.6451	AT2G19340.1	AT2G19340	2	1310	=
AT2G19340.2	MSTRG.6451	AT2G19340.2	AT2G19340	1	1150	=
AT2G19365.1	MSTRG.6455	AT2G19365.1	AT2G19365	4	262	=
AT2G19390.1	MSTRG.6457	AT2G19390.1	AT2G19390	16	4681	=
AT2G19390.2	MSTRG.6457	AT2G19390.2	AT2G19390	15	4578	=
at2g07195	MSTRG.6457	TCONS_00023202	XLOC_011384	1	257	k
AT2G19400.1	MSTRG.6458	AT2G19400.1	AT2G19400	13	2190	=
AT2G19410.1	AT2G19410	AT2G19410.1	AT2G19410	9	2612	=
AT2G19410.2	AT2G19410	AT2G19410.2	AT2G19410	10	2553	=
AT2G19410.3	AT2G19410	AT2G19410.3	AT2G19410	9	2392	=
at2g19425	AT2G19425	at2g19425	AT2G19425	1	103	=
AT2G19440.1	MSTRG.6460	AT2G19440.1	AT2G19440	4	1677	=
AT2G19440.2	MSTRG.6460	AT2G19440.2	AT2G19440	3	1574	=
AT2G19470.1	MSTRG.6464	AT2G19470.1	AT2G19470	14	1918	=
AT2G19500.1	MSTRG.6466	AT2G19500.1	AT2G19500	5	1667	=
AT2G07225.1	AT2G07225	AT2G07225.1	AT2G07225	1	540	=
AT2G19550.1	MSTRG.6470	AT2G19550.1	AT2G19550	1	999	=
AT2G19560.1	MSTRG.6471	AT2G19560.1	AT2G19560	13	1552	=
AT2G19560.2	MSTRG.6471	AT2G19560.2	AT2G19560	11	1129	=
AT2G19570.1	MSTRG.6472	AT2G19570.1	AT2G19570	1	1572	=
AT2G19580.1	MSTRG.6474	AT2G19580.1	AT2G19580	3	1326	=
MSTRG.6474.2	MSTRG.6474	TCONS_00023218	XLOC_011395	4	3149	k
AT2G19590.1	MSTRG.6474	AT2G19590.1	AT2G19590	3	2275	=
AT2G19590.2	MSTRG.6474	AT2G19590.2	AT2G19590	2	2222	=
MSTRG.6478.1	MSTRG.6478	TCONS_00023221	XLOC_011396	10	1597	j
AT2G19620.2	MSTRG.6478	AT2G19620.2	AT2G19620	10	1394	=
AT2G19620.1	MSTRG.6478	AT2G19620.1	AT2G19620	10	1511	=
AT2G19620.3	MSTRG.6478	AT2G19620.3	AT2G19620	9	1080	=
AT2G19630.2	AT2G19630	AT2G19630.2	AT2G19630	2	693	=
AT2G19630.1	AT2G19630	AT2G19630.1	AT2G19630	1	894	=
AT2G19650.1	AT2G19650	AT2G19650.1	AT2G19650	1	2424	=
AT2G19660.2	AT2G19660	AT2G19660.2	AT2G19660	1	2206	=
AT2G19660.1	AT2G19660	AT2G19660.1	AT2G19660	1	2138	=
AT2G19670.1	MSTRG.6481	AT2G19670.1	AT2G19670	9	1559	=
MSTRG.6481.2	MSTRG.6481	TCONS_00023231	XLOC_011400	7	1287	j
AT2G19700.1	AT2G19700	AT2G19700.1	AT2G19700	1	695	=
AT2G19720.1	MSTRG.6485	AT2G19720.1	AT2G19720	3	730	=
AT2G19760.1	MSTRG.6489	AT2G19760.1	AT2G19760	3	939	=
AT2G19770.1	MSTRG.6490	AT2G19770.1	AT2G19770	3	961	=
AT2G19780.1	MSTRG.6491	AT2G19780.1	AT2G19780	3	2090	=
