transcript_id	gene_id	ref_gene_id	cmp_ref	class_code
AT3G03360.1	MSTRG.9179	AT3G03360	AT3G03360.1	=
AT3G03380.2	MSTRG.9181	AT3G03380	AT3G03380.2	=
AT3G03380.1	MSTRG.9181	AT3G03380	AT3G03380.1	=
AT3G03420.1	MSTRG.9182	AT3G03420	AT3G03420.1	=
AT3G03420.2	MSTRG.9182	AT3G03420	AT3G03420.2	=
AT3G03430.1	MSTRG.9183	AT3G03430	AT3G03430.1	=
AT3G03440.1	MSTRG.9184	AT3G03440	AT3G03440.1	=
AT3G03500.3	AT3G03500	AT3G03500	AT3G03500.3	=
AT3G03500.2	AT3G03500	AT3G03500	AT3G03500.2	=
AT3G03500.1	AT3G03500	AT3G03500	AT3G03500.1	=
AT3G03510.1	AT3G03510	AT3G03510	AT3G03510.1	=
MSTRG.9190.1	MSTRG.9190	NA	AT3G03550.1	x
AT3G03570.1	MSTRG.9192	AT3G03570	AT3G03570.1	=
AT3G01285.1	AT3G01285	AT3G01285	AT3G01285.1	=
AT3G03610.1	MSTRG.9196	AT3G03610	AT3G03610.1	=
AT3G03610.3	MSTRG.9196	AT3G03610	AT3G03610.3	=
AT3G03610.2	MSTRG.9196	AT3G03610	AT3G03610.2	=
AT3G03610.4	MSTRG.9196	AT3G03610	AT3G03610.4	=
MSTRG.9197.1	MSTRG.9197	NA	AT3G01295.1	x
AT3G03640.1	MSTRG.9200	AT3G03640	AT3G03640.1	=
AT3G01315.1	MSTRG.9203	AT3G01315	AT3G01315.1	=
AT3G03680.1	MSTRG.9205	AT3G03680	AT3G03680.1	=
AT3G03700.1	AT3G03700	AT3G03700	AT3G03700.1	=
AT3G03710.1	MSTRG.9207	AT3G03710	AT3G03710.1	=
AT3G03750.2	MSTRG.9210	AT3G03750	AT3G03750.2	=
AT3G03750.1	MSTRG.9210	AT3G03750	AT3G03750.1	=
AT3G03760.1	AT3G03760	AT3G03760	AT3G03760.1	=
AT3G03773.2	MSTRG.9212	AT3G03773	AT3G03773.2	=
AT3G03773.3	MSTRG.9212	AT3G03773	AT3G03773.3	=
AT3G03773.1	MSTRG.9212	AT3G03773	AT3G03773.1	=
AT3G03780.2	MSTRG.9214	AT3G03780	AT3G03780.2	=
AT3G03780.1	MSTRG.9214	AT3G03780	AT3G03780.1	=
AT3G03780.3	MSTRG.9214	AT3G03780	AT3G03780.3	=
AT3G03790.2	MSTRG.9215	AT3G03790	AT3G03790.2	=
AT3G03790.3	MSTRG.9215	AT3G03790	AT3G03790.3	=
AT3G03790.1	MSTRG.9215	AT3G03790	AT3G03790.1	=
MSTRG.9216.1	MSTRG.9216	NA	AT3G03800.1	j
AT3G03800.1	MSTRG.9216	AT3G03800	AT3G03800.1	=
MSTRG.9216.3	MSTRG.9216	NA	AT3G03800.1	j
AT3G03800.2	MSTRG.9216	AT3G03800	AT3G03800.2	=
AT3G03826.1	AT3G03826	AT3G03826	AT3G03826.1	=
AT3G03828.1	MSTRG.9218	AT3G03828	AT3G03828.1	=
AT3G03840.1	MSTRG.9220	AT3G03840	AT3G03840.1	=
AT3G03845.1	AT3G03845	AT3G03845	AT3G03845.1	=
AT3G03850.1	AT3G03850	AT3G03850	AT3G03850.1	=
AT3G03852.1	AT3G03852	AT3G03852	AT3G03852.1	=
AT3G03860.1	MSTRG.9221	AT3G03860	AT3G03860.1	=
AT3G03870.2	MSTRG.9222	AT3G03870	AT3G03870.2	=
AT3G03870.1	MSTRG.9222	AT3G03870	AT3G03870.1	=
AT3G03880.1	MSTRG.9223	AT3G03880	AT3G03880.1	=
AT3G01365.1	MSTRG.9225	AT3G01365	AT3G01365.1	=
AT3G03910.1	MSTRG.9226	AT3G03910	AT3G03910.1	=
AT3G03910.2	MSTRG.9226	AT3G03910	AT3G03910.2	=
AT3G01375.1	MSTRG.9228	AT3G01375	AT3G01375.1	=
MSTRG.9230.1	MSTRG.9230	NA	AT3G03960.1	k
MSTRG.9230.2	MSTRG.9230	NA	AT3G03960.1	k
AT3G03950.3	MSTRG.9230	AT3G03950	AT3G03950.3	=
AT3G03950.2	MSTRG.9230	AT3G03950	AT3G03950.2	=
AT3G03950.1	MSTRG.9230	AT3G03950	AT3G03950.1	=
AT3G03960.1	MSTRG.9230	AT3G03960	AT3G03960.1	=
AT3G03980.1	MSTRG.9232	AT3G03980	AT3G03980.1	=
AT3G03990.1	MSTRG.9233	AT3G03990	AT3G03990.1	=
AT3G04000.1	MSTRG.9234	AT3G04000	AT3G04000.1	=
AT3G04020.2	MSTRG.9236	AT3G04020	AT3G04020.2	=
AT3G04020.1	MSTRG.9236	AT3G04020	AT3G04020.1	=
AT3G04020.3	MSTRG.9236	AT3G04020	AT3G04020.3	=
AT3G04020.4	MSTRG.9236	AT3G04020	AT3G04020.4	=
AT3G01385.1	AT3G01385	AT3G01385	AT3G01385.1	=
AT3G04040.1	MSTRG.9238	AT3G04040	AT3G04040.1	=
AT3G04050.1	MSTRG.9239	AT3G04050	AT3G04050.1	=
AT3G04100.1	AT3G04100	AT3G04100	AT3G04100.1	=
AT3G04110.2	AT3G04110	AT3G04110	AT3G04110.2	=
AT3G04110.1	AT3G04110	AT3G04110	AT3G04110.1	=
AT3G04110.3	AT3G04110	AT3G04110	AT3G04110.3	=
AT3G04120.1	MSTRG.9244	AT3G04120	AT3G04120.1	=
AT3G04130.2	MSTRG.9245	AT3G04130	AT3G04130.2	=
AT3G04130.1	MSTRG.9245	AT3G04130	AT3G04130.1	=
AT3G04140.1	MSTRG.9246	AT3G04140	AT3G04140.1	=
AT3G04181.1	AT3G04181	AT3G04181	AT3G04181.1	=
AT3G01445.1	AT3G01445	AT3G01445	AT3G01445.1	=
AT3G04250.1	AT3G04250	AT3G04250	AT3G04250.1	=
AT3G04300.1	MSTRG.9252	AT3G04300	AT3G04300.1	=
AT3G04320.2	AT3G04320	AT3G04320	AT3G04320.2	=
AT3G04320.1	AT3G04320	AT3G04320	AT3G04320.2	=
AT3G04330.1	AT3G04330	AT3G04330	AT3G04330.1	=
AT3G04370.1	AT3G04370	AT3G04370	AT3G04370.1	=
AT3G04370.2	AT3G04370	AT3G04370	AT3G04370.2	=
AT3G04380.3	MSTRG.9257	AT3G04380	AT3G04380.3	=
AT3G04380.2	MSTRG.9257	AT3G04380	AT3G04380.2	=
AT3G04380.1	MSTRG.9257	AT3G04380	AT3G04380.1	=
AT3G04380.6	MSTRG.9257	AT3G04380	AT3G04380.6	=
AT3G04380.5	MSTRG.9257	AT3G04380	AT3G04380.5	=
AT3G04380.4	MSTRG.9257	AT3G04380	AT3G04380.4	=
AT3G04400.1	MSTRG.9258	AT3G04400	AT3G04400.1	=
MSTRG.9258.1	MSTRG.9258	NA	AT3G04400.1	k
AT3G04400.2	MSTRG.9258	AT3G04400	AT3G04400.2	=
AT3G04410.1	MSTRG.9258	AT3G04410	AT3G04410.1	=
AT3G04420.2	AT3G04420	AT3G04420	AT3G04420.2	=
AT3G04420.1	AT3G04420	AT3G04420	AT3G04420.1	=
AT3G04440.2	AT3G04440	AT3G04440	AT3G04440.2	=
AT3G04440.1	AT3G04440	AT3G04440	AT3G04440.1	=
MSTRG.9259.1	MSTRG.9259	NA	AT3G04450.2	m
AT3G04450.2	MSTRG.9259	AT3G04450	AT3G04450.2	=
AT3G04450.1	MSTRG.9259	AT3G04450	AT3G04450.1	=
AT3G04450.3	MSTRG.9259	AT3G04450	AT3G04450.3	=
AT3G04450.4	MSTRG.9259	AT3G04450	AT3G04450.1	=
AT3G04460.1	MSTRG.9259	AT3G04460	AT3G04460.1	=
AT3G04460.2	MSTRG.9259	AT3G04460	AT3G04460.2	=
MSTRG.9262.1	MSTRG.9262	NA	AT3G04485.1	j
MSTRG.9262.2	MSTRG.9262	NA	AT3G04485.1	j
AT3G04485.1	MSTRG.9262	AT3G04485	AT3G04485.1	=
AT3G04490.2	MSTRG.9263	AT3G04490	AT3G04490.2	=
AT3G04490.3	MSTRG.9263	AT3G04490	AT3G04490.3	=
AT3G04490.4	MSTRG.9263	AT3G04490	AT3G04490.4	=
MSTRG.9263.4	MSTRG.9263	NA	AT3G04490.2	j
AT3G04490.1	MSTRG.9263	AT3G04490	AT3G04490.1	=
AT3G04525.1	AT3G04525	AT3G04525	AT3G04525.1	=
AT3G04530.1	AT3G04530	AT3G04530	AT3G04530.1	=
AT3G04540.1	AT3G04540	AT3G04540	AT3G04540.1	=
AT3G04545.1	AT3G04545	AT3G04545	AT3G04545.1	=
AT3G04550.1	MSTRG.9266	AT3G04550	AT3G04550.1	=
AT3G01495.1	MSTRG.9269	AT3G01495	AT3G01495.1	=
AT3G04570.1	AT3G04570	AT3G04570	AT3G04570.1	=
AT3G04600.1	MSTRG.9272	AT3G04600	AT3G04600.1	=
MSTRG.9272.2	MSTRG.9272	NA	AT3G04600.1	j
AT3G04600.2	MSTRG.9272	AT3G04600	AT3G04600.2	=
AT3G04600.3	MSTRG.9272	AT3G04600	AT3G04600.3	=
MSTRG.9273.2	MSTRG.9273	NA	NA	u
MSTRG.9273.1	MSTRG.9273	NA	NA	u
AT3G04630.2	MSTRG.9276	AT3G04630	AT3G04630.2	=
AT3G04630.1	MSTRG.9276	AT3G04630	AT3G04630.1	=
AT3G04630.3	MSTRG.9276	AT3G04630	AT3G04630.3	=
AT3G04650.1	MSTRG.9278	AT3G04650	AT3G04650.1	=
AT3G04660.1	AT3G04660	AT3G04660	AT3G04660.1	=
AT3G04700.1	MSTRG.9282	AT3G04700	AT3G04700.1	=
AT3G04710.3	MSTRG.9282	AT3G04710	AT3G04710.3	=
AT3G04710.1	MSTRG.9282	AT3G04710	AT3G04710.1	=
AT3G04710.2	MSTRG.9282	AT3G04710	AT3G04710.2	=
AT3G04740.1	MSTRG.9286	AT3G04740	AT3G04740.1	=
AT3G04790.1	MSTRG.9290	AT3G04790	AT3G04790.1	=
AT3G04810.2	MSTRG.9293	AT3G04810	AT3G04810.2	=
AT3G04810.1	MSTRG.9293	AT3G04810	AT3G04810.1	=
AT3G04810.3	MSTRG.9293	AT3G04810	AT3G04810.3	=
AT3G04830.1	MSTRG.9296	AT3G04830	AT3G04830.1	=
AT3G04830.2	MSTRG.9296	AT3G04830	AT3G04830.2	=
AT3G04840.1	MSTRG.9297	AT3G04840	AT3G04840.1	=
AT3G04854.1	AT3G04854	AT3G04854	AT3G04854.1	=
AT3G04870.1	MSTRG.9300	AT3G04870	AT3G04870.1	=
AT3G04870.2	MSTRG.9300	AT3G04870	AT3G04870.2	=
AT3G04870.3	MSTRG.9300	AT3G04870	AT3G04870.3	=
AT3G04870.4	MSTRG.9300	AT3G04870	AT3G04870.4	=
AT3G01525.1	MSTRG.9302	AT3G01525	AT3G01525.1	=
AT3G04890.1	MSTRG.9303	AT3G04890	AT3G04890.1	=
AT3G04890.3	MSTRG.9303	AT3G04890	AT3G04890.3	=
AT3G04890.4	MSTRG.9303	AT3G04890	AT3G04890.4	=
AT3G04890.2	MSTRG.9303	AT3G04890	AT3G04890.2	=
AT3G04903.1	AT3G04903	AT3G04903	AT3G04903.1	=
AT3G04910.1	MSTRG.9305	AT3G04910	AT3G04910.1	=
AT3G04910.2	MSTRG.9305	AT3G04910	AT3G04910.2	=
AT3G04910.3	MSTRG.9305	AT3G04910	AT3G04910.3	=
AT3G04920.2	MSTRG.9306	AT3G04920	AT3G04920.2	=
AT3G04920.1	MSTRG.9306	AT3G04920	AT3G04920.1	=
AT3G04930.1	MSTRG.9307	AT3G04930	AT3G04930.1	=
AT3G04930.2	MSTRG.9307	AT3G04930	AT3G04930.2	=
AT3G04940.1	MSTRG.9308	AT3G04940	AT3G04940.1	=
AT3G04940.2	MSTRG.9308	AT3G04940	AT3G04940.2	=
AT3G04950.1	MSTRG.9309	AT3G04950	AT3G04950.1	=
AT3G04960.3	MSTRG.9310	AT3G04960	AT3G04960.3	=
AT3G04960.4	MSTRG.9310	AT3G04960	AT3G04960.4	=
AT3G04960.1	MSTRG.9310	AT3G04960	AT3G04960.1	=
AT3G04960.2	MSTRG.9310	AT3G04960	AT3G04960.2	=
AT3G04970.3	MSTRG.9311	AT3G04970	AT3G04970.3	=
MSTRG.9311.1	MSTRG.9311	NA	AT3G04970.1	j
AT3G04970.2	MSTRG.9311	AT3G04970	AT3G04970.2	=
AT3G04970.1	MSTRG.9311	AT3G04970	AT3G04970.1	=
AT3G05010.1	MSTRG.9314	AT3G05010	AT3G05010.1	=
AT3G01555.1	MSTRG.9318	AT3G01555	AT3G01555.1	=
AT3G01565.1	AT3G01565	AT3G01565	AT3G01565.1	=
AT3G01575.1	AT3G01575	AT3G01575	AT3G01575.1	=
AT3G01595.1	MSTRG.9321	AT3G01595	AT3G01595.1	=
AT3G05070.1	MSTRG.9323	AT3G05070	AT3G05070.1	=
AT3G05080.1	MSTRG.9325	AT3G05080	AT3G05080.1	=
AT3G01605.1	MSTRG.9326	AT3G01605	AT3G01605.1	=
AT3G05100.1	MSTRG.9327	AT3G05100	AT3G05100.1	=
AT3G05120.1	MSTRG.9329	AT3G05120	AT3G05120.1	=
MSTRG.9332.1	MSTRG.9332	NA	AT3G05150.2	m
AT3G05150.1	MSTRG.9332	AT3G05150	AT3G05150.1	=
MSTRG.9332.4	MSTRG.9332	NA	AT3G05150.2	n
MSTRG.9332.3	MSTRG.9332	NA	AT3G05150.2	j
MSTRG.9332.5	MSTRG.9332	NA	AT3G05150.2	j
AT3G05150.2	MSTRG.9332	AT3G05150	AT3G05150.2	=
AT3G05150.3	MSTRG.9332	AT3G05150	AT3G05150.3	=
AT3G05152.1	MSTRG.9333	AT3G05152	AT3G05152.1	=
AT3G05155.1	MSTRG.9335	AT3G05155	AT3G05155.1	=
AT3G05155.2	MSTRG.9335	AT3G05155	AT3G05155.2	=
AT3G05170.1	MSTRG.9337	AT3G05170	AT3G05170.1	=
AT3G01615.1	MSTRG.9339	AT3G01615	AT3G01615.1	=
AT3G05190.1	MSTRG.9340	AT3G05190	AT3G05190.1	=
AT3G05190.3	MSTRG.9340	AT3G05190	AT3G05190.3	=
AT3G05190.2	MSTRG.9340	AT3G05190	AT3G05190.2	=
AT3G05200.1	MSTRG.9341	AT3G05200	AT3G05200.1	=
AT3G05210.2	MSTRG.9342	AT3G05210	AT3G05210.2	=
AT3G05210.1	MSTRG.9342	AT3G05210	AT3G05210.1	=
AT3G05220.1	MSTRG.9343	AT3G05220	AT3G05220.1	=
MSTRG.9343.2	MSTRG.9343	NA	AT3G05220.1	m
AT3G05220.2	MSTRG.9343	AT3G05220	AT3G05220.2	=
MSTRG.9344.1	MSTRG.9344	NA	AT3G05230.1	j
AT3G05230.1	MSTRG.9344	AT3G05230	AT3G05230.1	=
AT3G05230.2	MSTRG.9344	AT3G05230	AT3G05230.2	=
AT3G05250.2	MSTRG.9346	AT3G05250	AT3G05250.2	=
AT3G05250.1	MSTRG.9346	AT3G05250	AT3G05250.1	=
AT3G05250.3	MSTRG.9346	AT3G05250	AT3G05250.3	=
AT3G05310.1	MSTRG.9351	AT3G05310	AT3G05310.1	=
AT3G05310.3	MSTRG.9351	AT3G05310	AT3G05310.3	=
AT3G05310.2	MSTRG.9351	AT3G05310	AT3G05310.2	=
AT3G01625.1	AT3G01625	AT3G01625	AT3G01625.1	=
AT3G05380.4	MSTRG.9358	AT3G05380	AT3G05380.4	=
AT3G05380.5	MSTRG.9358	AT3G05380	AT3G05380.5	=
AT3G05380.3	MSTRG.9358	AT3G05380	AT3G05380.3	=
AT3G05380.2	MSTRG.9358	AT3G05380	AT3G05380.2	=
AT3G05380.1	MSTRG.9358	AT3G05380	AT3G05380.1	=
AT3G05400.1	MSTRG.9361	AT3G05400	AT3G05400.1	=
AT3G05400.2	MSTRG.9361	AT3G05400	AT3G05400.2	=
AT3G05410.2	MSTRG.9362	AT3G05410	AT3G05410.2	=
AT3G05410.1	MSTRG.9362	AT3G05410	AT3G05410.1	=
AT3G05410.3	MSTRG.9362	AT3G05410	AT3G05410.3	=
AT3G05420.2	MSTRG.9363	AT3G05420	AT3G05420.2	=
AT3G05420.1	MSTRG.9363	AT3G05420	AT3G05420.1	=
AT3G05425.1	AT3G05425	AT3G05425	AT3G05425.1	=
AT3G05430.2	MSTRG.9364	AT3G05430	AT3G05430.2	=
AT3G05430.1	MSTRG.9364	AT3G05430	AT3G05430.1	=
AT3G05440.1	AT3G05440	AT3G05440	AT3G05440.1	=
AT3G01645.1	AT3G01645	AT3G01645	AT3G01645.1	=
AT3G05460.1	MSTRG.9365	AT3G05460	AT3G05460.1	=
AT3G05480.1	MSTRG.9367	AT3G05480	AT3G05480.1	=
AT3G05480.2	MSTRG.9367	AT3G05480	AT3G05480.2	=
AT3G05480.3	MSTRG.9367	AT3G05480	AT3G05480.3	=
AT3G05490.1	MSTRG.9368	AT3G05490	AT3G05490.1	=
MSTRG.9368.2	MSTRG.9368	NA	AT3G05520.2	m
AT3G05500.1	MSTRG.9368	AT3G05500	AT3G05500.1	=
AT3G05500.2	MSTRG.9368	AT3G05500	AT3G05500.2	=
AT3G05510.1	MSTRG.9368	AT3G05510	AT3G05510.1	=
AT3G05510.2	MSTRG.9368	AT3G05510	AT3G05510.2	=
AT3G05520.3	MSTRG.9368	AT3G05520	AT3G05520.3	=
AT3G05520.2	MSTRG.9368	AT3G05520	AT3G05520.2	=
AT3G05520.1	MSTRG.9368	AT3G05520	AT3G05520.1	=
AT3G05530.1	MSTRG.9370	AT3G05530	AT3G05530.1	=
MSTRG.9371.1	MSTRG.9371	NA	AT3G05545.1	k
AT3G05545.1	MSTRG.9371	AT3G05545	AT3G05545.1	=
AT3G05550.1	MSTRG.9371	AT3G05550	AT3G05550.1	=
AT3G05560.1	MSTRG.9371	AT3G05560	AT3G05560.1	=
AT3G05560.2	MSTRG.9371	AT3G05560	AT3G05560.2	=
AT3G05560.3	MSTRG.9371	AT3G05560	AT3G05560.3	=
AT3G01655.1	MSTRG.9373	AT3G01655	AT3G01655.1	=
AT3G05590.1	MSTRG.9374	AT3G05590	AT3G05590.1	=
AT3G05590.3	MSTRG.9374	AT3G05590	AT3G05590.3	=
AT3G05590.2	MSTRG.9374	AT3G05590	AT3G05590.2	=
AT3G05625.1	MSTRG.9377	AT3G05625	AT3G05625.1	=
AT3G05625.2	MSTRG.9377	AT3G05625	AT3G05625.2	=
AT3G05630.1	MSTRG.9378	AT3G05630	AT3G05630.1	=
MSTRG.9378.2	MSTRG.9378	NA	AT3G05630.1	n
AT3G01665.1	AT3G01665	AT3G01665	AT3G01665.1	=
AT3G01675.1	MSTRG.9381	AT3G01675	AT3G01675.1	=
AT3G05670.1	MSTRG.9383	AT3G05670	AT3G05670.1	=
MSTRG.9383.2	MSTRG.9383	NA	AT3G05670.2	m
MSTRG.9383.3	MSTRG.9383	NA	AT3G05670.2	j
MSTRG.9383.4	MSTRG.9383	NA	AT3G05670.2	n
AT3G05670.2	MSTRG.9383	AT3G05670	AT3G05670.2	=
AT3G05670.3	MSTRG.9383	AT3G05670	AT3G05670.3	=
AT3G01695.1	MSTRG.9385	AT3G01695	AT3G01695.1	=
AT3G01715.1	MSTRG.9387	AT3G01715	AT3G01715.1	=
AT3G05710.1	MSTRG.9389	AT3G05710	AT3G05710.1	=
AT3G05710.2	MSTRG.9389	AT3G05710	AT3G05710.2	=
AT3G05725.1	MSTRG.9391	AT3G05725	AT3G05725.1	=
MSTRG.9391.1	MSTRG.9391	NA	AT3G05725.1	k
AT3G05727.1	MSTRG.9391	AT3G05727	AT3G05727.1	=
AT3G05730.1	AT3G05730	AT3G05730	AT3G05730.1	=
AT3G05740.1	MSTRG.9392	AT3G05740	AT3G05740.1	=
AT3G05740.2	MSTRG.9392	AT3G05740	AT3G05740.2	=
AT3G05746.1	AT3G05746	AT3G05746	AT3G05746.1	=
AT3G05750.1	MSTRG.9394	AT3G05750	AT3G05750.1	=
AT3G05750.3	MSTRG.9394	AT3G05750	AT3G05750.3	=
AT3G05750.4	MSTRG.9394	AT3G05750	AT3G05750.4	=
AT3G05750.2	MSTRG.9394	AT3G05750	AT3G05750.4	=
AT3G05760.2	MSTRG.9396	AT3G05760	AT3G05760.2	=
AT3G05760.1	MSTRG.9396	AT3G05760	AT3G05760.1	=
AT3G01755.1	MSTRG.9399	AT3G01755	AT3G01755.1	=
AT3G05800.1	MSTRG.9402	AT3G05800	AT3G05800.1	=
AT3G01775.1	AT3G01775	AT3G01775	AT3G01775.1	=
AT3G05830.3	MSTRG.9405	AT3G05830	AT3G05830.3	=
AT3G05830.2	MSTRG.9405	AT3G05830	AT3G05830.2	=
AT3G05830.1	MSTRG.9405	AT3G05830	AT3G05830.1	=
AT3G05835.1	AT3G05835	AT3G05835	AT3G05835.1	=
AT3G05840.1	MSTRG.9406	AT3G05840	AT3G05840.1	=
MSTRG.9406.2	MSTRG.9406	NA	AT3G05840.1	j
AT3G05840.2	MSTRG.9406	AT3G05840	AT3G05840.2	=
AT3G05858.1	AT3G05858	AT3G05858	AT3G05858.1	=
AT3G01785.1	AT3G01785	AT3G01785	AT3G01785.1	=
AT3G05870.3	MSTRG.9408	AT3G05870	AT3G05870.3	=
AT3G05870.4	MSTRG.9408	AT3G05870	AT3G05870.4	=
AT3G05870.2	MSTRG.9408	AT3G05870	AT3G05870.2	=
AT3G05870.5	MSTRG.9408	AT3G05870	AT3G05870.5	=
MSTRG.9408.5	MSTRG.9408	NA	AT3G05870.2	j
AT3G05870.6	MSTRG.9408	AT3G05870	AT3G05870.6	=
AT3G05870.1	MSTRG.9408	AT3G05870	AT3G05870.1	=
AT3G05870.7	MSTRG.9408	AT3G05870	AT3G05870.7	=
AT3G01795.1	MSTRG.9410	AT3G01795	AT3G01795.1	=
AT3G05905.1	MSTRG.9412	AT3G05905	AT3G05905.1	=
AT3G05905.2	MSTRG.9412	AT3G05905	AT3G05905.2	=
AT3G05930.1	MSTRG.9416	AT3G05930	AT3G05930.1	=
AT3G05980.1	AT3G05980	AT3G05980	AT3G05980.1	=
AT3G06000.1	AT3G06000	AT3G06000	AT3G06000.1	=
AT3G06020.1	AT3G06020	AT3G06020	AT3G06020.1	=
AT3G06085.1	MSTRG.9429	AT3G06085	AT3G06085.1	=
AT3G06090.1	AT3G06090	AT3G06090	AT3G06090.1	=
AT3G06110.3	MSTRG.9430	AT3G06110	AT3G06110.3	=
AT3G06110.2	MSTRG.9430	AT3G06110	AT3G06110.2	=
AT3G06110.1	MSTRG.9430	AT3G06110	AT3G06110.1	=
MSTRG.9430.4	MSTRG.9430	NA	AT3G06110.3	m
AT3G06120.1	AT3G06120	AT3G06120	AT3G06120.1	=
AT3G06125.2	MSTRG.9431	AT3G06125	AT3G06125.2	=
AT3G06125.3	MSTRG.9431	AT3G06125	AT3G06125.3	=
AT3G06125.1	MSTRG.9431	AT3G06125	AT3G06125.1	=
AT3G01815.1	AT3G01815	AT3G01815	AT3G01815.1	=
AT3G06160.2	MSTRG.9435	AT3G06160	AT3G06160.2	=
AT3G06160.1	MSTRG.9435	AT3G06160	AT3G06160.1	=
AT3G06160.3	MSTRG.9435	AT3G06160	AT3G06160.3	=
AT3G06160.5	MSTRG.9435	AT3G06160	AT3G06160.5	=
AT3G06160.4	MSTRG.9435	AT3G06160	AT3G06160.4	=
AT3G06170.1	MSTRG.9435	AT3G06170	AT3G06170.1	=
AT3G06180.2	MSTRG.9436	AT3G06180	AT3G06180.2	=
AT3G06180.1	MSTRG.9436	AT3G06180	AT3G06180.1	=
AT3G06200.1	MSTRG.9438	AT3G06200	AT3G06200.1	=
AT3G06210.1	MSTRG.9439	AT3G06210	AT3G06210.1	=
AT3G06210.2	MSTRG.9439	AT3G06210	AT3G06210.2	=
AT3G06230.1	AT3G06230	AT3G06230	AT3G06230.1	=
AT3G06240.1	MSTRG.9441	AT3G06240	AT3G06240.1	=
AT3G06270.1	MSTRG.9444	AT3G06270	AT3G06270.1	=
AT3G06300.1	MSTRG.9446	AT3G06300	AT3G06300.1	=
AT3G06320.1	MSTRG.9448	AT3G06320	AT3G06320.1	=
AT3G06330.1	MSTRG.9449	AT3G06330	AT3G06330.1	=
AT3G06330.3	MSTRG.9449	AT3G06330	AT3G06330.3	=
MSTRG.9449.3	MSTRG.9449	NA	AT3G06330.1	m
AT3G06330.4	MSTRG.9449	AT3G06330	AT3G06330.4	=
AT3G06330.2	MSTRG.9449	AT3G06330	AT3G06330.2	=
AT3G06360.1	AT3G06360	AT3G06360	AT3G06360.1	=
AT3G06380.2	MSTRG.9453	AT3G06380	AT3G06380.2	=
MSTRG.9453.3	MSTRG.9453	NA	AT3G06380.1	j
MSTRG.9453.2	MSTRG.9453	NA	AT3G06380.1	m
AT3G06380.1	MSTRG.9453	AT3G06380	AT3G06380.1	=
AT3G06400.2	MSTRG.9455	AT3G06400	AT3G06400.2	=
AT3G06400.1	MSTRG.9455	AT3G06400	AT3G06400.1	=
AT3G06400.3	MSTRG.9455	AT3G06400	AT3G06400.3	=
AT3G06436.1	MSTRG.9463	AT3G06436	AT3G06436.1	=
AT3G06455.1	MSTRG.9466	AT3G06455	AT3G06455.1	=
MSTRG.9466.2	MSTRG.9466	NA	AT3G06455.1	m
AT3G06460.1	MSTRG.9467	AT3G06460	AT3G06470.1	k
AT3G06470.1	MSTRG.9467	AT3G06470	AT3G06470.1	=
AT3G06490.1	AT3G06490	AT3G06490	AT3G06490.1	=
AT3G06500.2	MSTRG.9469	AT3G06500	AT3G06500.2	=
AT3G06500.1	MSTRG.9469	AT3G06500	AT3G06500.1	=
MSTRG.9469.3	MSTRG.9469	NA	AT3G06500.2	j
MSTRG.9470.1	MSTRG.9470	NA	AT3G06510.1	j
AT3G06510.1	MSTRG.9470	AT3G06510	AT3G06510.1	=
MSTRG.9470.2	MSTRG.9470	NA	AT3G06510.1	m
AT3G06510.2	MSTRG.9470	AT3G06510	AT3G06510.2	=
AT3G06520.1	MSTRG.9470	AT3G06520	AT3G06520.1	=
AT3G06520.2	MSTRG.9470	AT3G06520	AT3G06520.2	=
AT3G06530.3	MSTRG.9471	AT3G06530	AT3G06530.3	=
AT3G06530.2	MSTRG.9471	AT3G06530	AT3G06530.2	=
AT3G06530.4	MSTRG.9471	AT3G06530	AT3G06530.4	=
AT3G06530.5	MSTRG.9471	AT3G06530	AT3G06530.5	=
AT3G06530.1	MSTRG.9471	AT3G06530	AT3G06530.1	=
AT3G06545.1	AT3G06545	AT3G06545	AT3G06545.1	=
AT3G06560.1	MSTRG.9474	AT3G06560	AT3G06560.1	=
MSTRG.9474.2	MSTRG.9474	NA	AT3G06560.1	m
AT3G06610.1	MSTRG.9478	AT3G06610	AT3G06610.1	=
AT3G01865.1	MSTRG.9480	AT3G01865	AT3G01865.1	=
AT3G66652.2	MSTRG.9483	AT3G66652	AT3G66652.2	=
AT3G66652.1	MSTRG.9483	AT3G66652	AT3G66652.1	=
AT3G66652.3	MSTRG.9483	AT3G66652	AT3G66652.3	=
AT3G66654.3	MSTRG.9484	AT3G66654	AT3G66654.3	=
AT3G66654.1	MSTRG.9484	AT3G66654	AT3G66654.1	=
MSTRG.9484.3	MSTRG.9484	NA	AT3G66654.4	j
AT3G66654.4	MSTRG.9484	AT3G66654	AT3G66654.4	=
AT3G66654.5	MSTRG.9484	AT3G66654	AT3G66654.5	=
AT3G66654.2	MSTRG.9484	AT3G66654	AT3G66654.2	=
AT3G36659.1	MSTRG.9486	AT3G36659	AT3G36659.1	=
AT3G06660.1	MSTRG.9487	AT3G06660	AT3G06660.1	=
MSTRG.9487.2	MSTRG.9487	NA	AT3G06660.1	j
AT3G06710.1	MSTRG.9492	AT3G06710	AT3G06710.1	=
AT3G06720.1	MSTRG.9493	AT3G06720	AT3G06720.1	=
MSTRG.9493.2	MSTRG.9493	NA	AT3G06720.2	k
AT3G06720.2	MSTRG.9493	AT3G06720	AT3G06720.2	=
